index		a[]	+	b[]	=	c[]
32864		113	+	146	=	0
32865		969	+	352	=	0
32866		936	+	290	=	0
32867		399	+	566	=	0
32868		86	+	567	=	0
32869		230	+	685	=	0
32870		232	+	584	=	0
32871		897	+	574	=	0
32872		664	+	761	=	0
32873		727	+	116	=	0
32874		521	+	141	=	0
32875		373	+	238	=	0
32876		454	+	179	=	0
32877		772	+	354	=	0
32878		222	+	980	=	0
32879		540	+	216	=	0
32880		315	+	908	=	0
32881		313	+	669	=	0
32882		251	+	495	=	0
32883		877	+	585	=	0
32884		551	+	198	=	0
32885		150	+	947	=	0
32886		66	+	10	=	0
32887		73	+	499	=	0
32888		491	+	841	=	0
32889		703	+	784	=	0
32890		343	+	990	=	0
32891		887	+	620	=	0
32892		184	+	189	=	0
32893		797	+	652	=	0
32894		283	+	183	=	0
32895		553	+	428	=	0
32896		561	+	819	=	0
32897		387	+	107	=	0
32898		716	+	934	=	0
32899		758	+	155	=	0
32900		925	+	581	=	0
32901		698	+	843	=	0
32902		755	+	608	=	0
32903		310	+	280	=	0
32904		934	+	985	=	0
32905		909	+	170	=	0
32906		700	+	629	=	0
32907		313	+	587	=	0
32908		892	+	842	=	0
32909		718	+	717	=	0
32910		50	+	634	=	0
32911		416	+	924	=	0
32912		619	+	910	=	0
32913		519	+	874	=	0
32914		825	+	935	=	0
32915		482	+	610	=	0
32916		625	+	961	=	0
32917		394	+	847	=	0
32918		914	+	634	=	0
32919		337	+	462	=	0
32920		553	+	545	=	0
32921		178	+	896	=	0
32922		915	+	898	=	0
32923		554	+	621	=	0
32924		170	+	857	=	0
32925		639	+	54	=	0
32926		972	+	180	=	0
32927		936	+	241	=	0
32928		536	+	622	=	0
32929		46	+	10	=	0
32930		651	+	850	=	0
32931		418	+	272	=	0
32932		186	+	693	=	0
32933		767	+	494	=	0
32934		57	+	831	=	0
32935		504	+	571	=	0
32936		723	+	514	=	0
32937		421	+	188	=	0
32938		739	+	196	=	0
32939		210	+	112	=	0
32940		730	+	522	=	0
32941		49	+	765	=	0
32942		1	+	998	=	0
32943		850	+	129	=	0
32944		786	+	803	=	0
32945		687	+	155	=	0
32946		698	+	821	=	0
32947		629	+	139	=	0
32948		962	+	70	=	0
32949		656	+	919	=	0
32950		502	+	503	=	0
32951		397	+	48	=	0
32952		709	+	596	=	0
32953		94	+	333	=	0
32954		195	+	875	=	0
32955		810	+	206	=	0
32956		635	+	606	=	0
32957		443	+	483	=	0
32958		521	+	983	=	0
32959		52	+	790	=	0
32960		423	+	172	=	0
32961		171	+	550	=	0
32962		206	+	715	=	0
32963		339	+	965	=	0
32964		495	+	263	=	0
32965		749	+	324	=	0
32966		306	+	443	=	0
32967		528	+	390	=	0
32968		359	+	294	=	0
32969		966	+	755	=	0
32970		44	+	617	=	0
32971		273	+	958	=	0
32972		839	+	445	=	0
32973		862	+	744	=	0
32974		723	+	360	=	0
32975		672	+	406	=	0
32976		624	+	857	=	0
32977		536	+	497	=	0
32978		222	+	490	=	0
32979		236	+	413	=	0
32980		378	+	846	=	0
32981		742	+	44	=	0
32982		725	+	3	=	0
32983		567	+	931	=	0
32984		713	+	361	=	0
32985		116	+	405	=	0
32986		782	+	355	=	0
32987		751	+	407	=	0
32988		876	+	854	=	0
32989		192	+	381	=	0
32990		1	+	608	=	0
32991		694	+	75	=	0
32992		221	+	395	=	0
32993		136	+	133	=	0
32994		460	+	826	=	0
32995		401	+	667	=	0
32996		627	+	803	=	0
32997		412	+	175	=	0
32998		287	+	558	=	0
32999		884	+	833	=	0
33000		859	+	885	=	0
33001		400	+	605	=	0
33002		409	+	52	=	0
33003		325	+	347	=	0
33004		403	+	218	=	0
33005		99	+	824	=	0
33006		17	+	696	=	0
33007		564	+	643	=	0
33008		93	+	730	=	0
33009		867	+	963	=	0
33010		670	+	196	=	0
33011		610	+	287	=	0
33012		306	+	992	=	0
33013		310	+	717	=	0
33014		24	+	205	=	0
33015		7	+	631	=	0
33016		4	+	593	=	0
33017		522	+	274	=	0
33018		892	+	690	=	0
33019		697	+	713	=	0
33020		499	+	633	=	0
33021		559	+	107	=	0
33022		636	+	152	=	0
33023		196	+	944	=	0
33024		314	+	141	=	0
33025		935	+	785	=	0
33026		573	+	864	=	0
33027		333	+	888	=	0
33028		671	+	442	=	0
33029		837	+	966	=	0
33030		703	+	367	=	0
33031		158	+	612	=	0
33032		782	+	925	=	0
33033		427	+	628	=	0
33034		240	+	509	=	0
33035		806	+	425	=	0
33036		294	+	65	=	0
33037		322	+	324	=	0
33038		994	+	527	=	0
33039		357	+	953	=	0
33040		538	+	157	=	0
33041		862	+	769	=	0
33042		160	+	45	=	0
33043		204	+	233	=	0
33044		793	+	827	=	0
33045		400	+	818	=	0
33046		61	+	493	=	0
33047		723	+	282	=	0
33048		639	+	426	=	0
33049		442	+	252	=	0
33050		894	+	542	=	0
33051		513	+	155	=	0
33052		570	+	125	=	0
33053		758	+	637	=	0
33054		730	+	630	=	0
33055		816	+	398	=	0
33056		6	+	874	=	0
33057		944	+	145	=	0
33058		393	+	588	=	0
33059		14	+	63	=	0
33060		401	+	459	=	0
33061		255	+	1	=	0
33062		338	+	750	=	0
33063		317	+	824	=	0
33064		912	+	512	=	0
33065		136	+	792	=	0
33066		332	+	613	=	0
33067		76	+	487	=	0
33068		464	+	827	=	0
33069		243	+	108	=	0
33070		454	+	60	=	0
33071		732	+	990	=	0
33072		382	+	331	=	0
33073		555	+	747	=	0
33074		966	+	524	=	0
33075		19	+	107	=	0
33076		40	+	58	=	0
33077		434	+	611	=	0
33078		278	+	635	=	0
33079		413	+	174	=	0
33080		521	+	310	=	0
33081		923	+	265	=	0
33082		234	+	265	=	0
33083		214	+	222	=	0
33084		232	+	596	=	0
33085		463	+	331	=	0
33086		508	+	674	=	0
33087		193	+	587	=	0
33088		145	+	672	=	0
33089		385	+	238	=	0
33090		81	+	214	=	0
33091		404	+	237	=	0
33092		675	+	215	=	0
33093		282	+	505	=	0
33094		129	+	900	=	0
33095		946	+	948	=	0
33096		809	+	53	=	0
33097		998	+	983	=	0
33098		322	+	138	=	0
33099		807	+	374	=	0
33100		250	+	495	=	0
33101		420	+	497	=	0
33102		509	+	351	=	0
33103		984	+	796	=	0
33104		201	+	754	=	0
33105		897	+	114	=	0
33106		208	+	738	=	0
33107		744	+	381	=	0
33108		93	+	466	=	0
33109		686	+	209	=	0
33110		338	+	320	=	0
33111		316	+	210	=	0
33112		706	+	149	=	0
33113		862	+	859	=	0
33114		282	+	58	=	0
33115		200	+	712	=	0
33116		14	+	229	=	0
33117		425	+	630	=	0
33118		809	+	764	=	0
33119		815	+	209	=	0
33120		268	+	1	=	0
33121		636	+	703	=	0
33122		251	+	503	=	0
33123		616	+	76	=	0
33124		733	+	220	=	0
33125		382	+	12	=	0
33126		627	+	928	=	0
33127		547	+	544	=	0
33128		490	+	877	=	0
33129		333	+	403	=	0
33130		772	+	710	=	0
33131		360	+	381	=	0
33132		139	+	909	=	0
33133		567	+	122	=	0
33134		728	+	608	=	0
33135		328	+	99	=	0
33136		955	+	316	=	0
33137		689	+	933	=	0
33138		388	+	405	=	0
33139		450	+	912	=	0
33140		154	+	293	=	0
33141		347	+	875	=	0
33142		450	+	547	=	0
33143		360	+	678	=	0
33144		98	+	157	=	0
33145		770	+	193	=	0
33146		254	+	505	=	0
33147		719	+	579	=	0
33148		826	+	288	=	0
33149		13	+	661	=	0
33150		321	+	300	=	0
33151		323	+	184	=	0
33152		990	+	940	=	0
33153		456	+	796	=	0
33154		297	+	902	=	0
33155		144	+	626	=	0
33156		733	+	372	=	0
33157		404	+	749	=	0
33158		0	+	26	=	0
33159		938	+	92	=	0
33160		50	+	622	=	0
33161		845	+	939	=	0
33162		857	+	873	=	0
33163		406	+	883	=	0
33164		699	+	293	=	0
33165		475	+	535	=	0
33166		454	+	352	=	0
33167		63	+	169	=	0
33168		221	+	56	=	0
33169		113	+	652	=	0
33170		396	+	167	=	0
33171		290	+	707	=	0
33172		502	+	322	=	0
33173		921	+	721	=	0
33174		972	+	236	=	0
33175		90	+	947	=	0
33176		985	+	472	=	0
33177		543	+	347	=	0
33178		980	+	806	=	0
33179		708	+	158	=	0
33180		198	+	957	=	0
33181		745	+	864	=	0
33182		653	+	763	=	0
33183		972	+	206	=	0
33184		847	+	953	=	0
33185		685	+	925	=	0
33186		67	+	939	=	0
33187		870	+	554	=	0
33188		381	+	414	=	0
33189		347	+	249	=	0
33190		800	+	306	=	0
33191		86	+	921	=	0
33192		201	+	618	=	0
33193		391	+	559	=	0
33194		65	+	249	=	0
33195		305	+	643	=	0
33196		651	+	256	=	0
33197		624	+	136	=	0
33198		487	+	558	=	0
33199		634	+	200	=	0
33200		958	+	863	=	0
33201		971	+	639	=	0
33202		735	+	975	=	0
33203		566	+	86	=	0
33204		105	+	25	=	0
33205		369	+	779	=	0
33206		418	+	155	=	0
33207		896	+	839	=	0
33208		576	+	77	=	0
33209		229	+	481	=	0
33210		982	+	10	=	0
33211		646	+	633	=	0
33212		505	+	37	=	0
33213		759	+	367	=	0
33214		259	+	784	=	0
33215		866	+	197	=	0
33216		224	+	889	=	0
33217		84	+	114	=	0
33218		255	+	294	=	0
33219		986	+	137	=	0
33220		67	+	474	=	0
33221		291	+	201	=	0
33222		731	+	728	=	0
33223		112	+	510	=	0
33224		343	+	40	=	0
33225		441	+	152	=	0
33226		108	+	616	=	0
33227		266	+	802	=	0
33228		329	+	789	=	0
33229		574	+	710	=	0
33230		475	+	282	=	0
33231		107	+	999	=	0
33232		974	+	7	=	0
33233		214	+	575	=	0
33234		525	+	702	=	0
33235		432	+	290	=	0
33236		12	+	954	=	0
33237		194	+	162	=	0
33238		147	+	225	=	0
33239		556	+	957	=	0
33240		622	+	340	=	0
33241		724	+	908	=	0
33242		555	+	620	=	0
33243		933	+	573	=	0
33244		811	+	407	=	0
33245		806	+	379	=	0
33246		213	+	611	=	0
33247		261	+	620	=	0
33248		120	+	674	=	0
33249		796	+	4	=	0
33250		407	+	263	=	0
33251		138	+	809	=	0
33252		802	+	65	=	0
33253		469	+	446	=	0
33254		578	+	405	=	0
33255		214	+	187	=	0
33256		420	+	448	=	0
33257		317	+	685	=	0
33258		475	+	597	=	0
33259		576	+	354	=	0
33260		223	+	964	=	0
33261		502	+	424	=	0
33262		450	+	196	=	0
33263		161	+	758	=	0
33264		461	+	914	=	0
33265		107	+	523	=	0
33266		38	+	834	=	0
33267		727	+	941	=	0
33268		653	+	46	=	0
33269		820	+	133	=	0
33270		136	+	981	=	0
33271		998	+	122	=	0
33272		563	+	245	=	0
33273		773	+	787	=	0
33274		219	+	916	=	0
33275		586	+	697	=	0
33276		261	+	635	=	0
33277		22	+	491	=	0
33278		202	+	877	=	0
33279		566	+	860	=	0
33280		687	+	926	=	0
33281		509	+	850	=	0
33282		986	+	527	=	0
33283		288	+	616	=	0
33284		439	+	313	=	0
33285		495	+	903	=	0
33286		508	+	528	=	0
33287		746	+	665	=	0
33288		297	+	19	=	0
33289		723	+	46	=	0
33290		877	+	969	=	0
33291		979	+	442	=	0
33292		669	+	5	=	0
33293		271	+	62	=	0
33294		525	+	357	=	0
33295		628	+	285	=	0
33296		532	+	319	=	0
33297		368	+	235	=	0
33298		627	+	477	=	0
33299		836	+	745	=	0
33300		846	+	388	=	0
33301		55	+	804	=	0
33302		511	+	575	=	0
33303		996	+	703	=	0
33304		455	+	929	=	0
33305		575	+	662	=	0
33306		39	+	635	=	0
33307		3	+	573	=	0
33308		614	+	602	=	0
33309		928	+	447	=	0
33310		603	+	60	=	0
33311		731	+	147	=	0
33312		925	+	341	=	0
33313		135	+	60	=	0
33314		305	+	613	=	0
33315		315	+	457	=	0
33316		220	+	732	=	0
33317		603	+	412	=	0
33318		73	+	442	=	0
33319		675	+	806	=	0
33320		221	+	544	=	0
33321		513	+	435	=	0
33322		570	+	354	=	0
33323		299	+	826	=	0
33324		617	+	57	=	0
33325		289	+	792	=	0
33326		731	+	972	=	0
33327		420	+	5	=	0
33328		610	+	879	=	0
33329		799	+	775	=	0
33330		331	+	119	=	0
33331		597	+	558	=	0
33332		23	+	684	=	0
33333		556	+	672	=	0
33334		18	+	8	=	0
33335		944	+	989	=	0
33336		435	+	607	=	0
33337		106	+	229	=	0
33338		766	+	591	=	0
33339		434	+	385	=	0
33340		550	+	642	=	0
33341		891	+	72	=	0
33342		103	+	562	=	0
33343		166	+	867	=	0
33344		986	+	997	=	0
33345		666	+	891	=	0
33346		58	+	201	=	0
33347		947	+	377	=	0
33348		536	+	218	=	0
33349		872	+	126	=	0
33350		210	+	641	=	0
33351		354	+	788	=	0
33352		289	+	967	=	0
33353		161	+	741	=	0
33354		962	+	298	=	0
33355		209	+	650	=	0
33356		405	+	39	=	0
33357		885	+	631	=	0
33358		717	+	97	=	0
33359		138	+	725	=	0
33360		271	+	632	=	0
33361		816	+	824	=	0
33362		270	+	862	=	0
33363		396	+	386	=	0
33364		230	+	486	=	0
33365		593	+	151	=	0
33366		16	+	734	=	0
33367		153	+	651	=	0
33368		326	+	415	=	0
33369		798	+	33	=	0
33370		232	+	986	=	0
33371		46	+	238	=	0
33372		829	+	869	=	0
33373		199	+	340	=	0
33374		541	+	863	=	0
33375		127	+	19	=	0
33376		871	+	128	=	0
33377		943	+	517	=	0
33378		791	+	588	=	0
33379		296	+	809	=	0
33380		395	+	513	=	0
33381		303	+	652	=	0
33382		237	+	703	=	0
33383		749	+	474	=	0
33384		979	+	848	=	0
33385		218	+	698	=	0
33386		614	+	424	=	0
33387		835	+	675	=	0
33388		288	+	95	=	0
33389		538	+	977	=	0
33390		281	+	404	=	0
33391		925	+	637	=	0
33392		243	+	468	=	0
33393		985	+	748	=	0
33394		181	+	196	=	0
33395		536	+	319	=	0
33396		669	+	731	=	0
33397		360	+	203	=	0
33398		482	+	755	=	0
33399		247	+	673	=	0
33400		32	+	337	=	0
33401		164	+	233	=	0
33402		421	+	635	=	0
33403		856	+	546	=	0
33404		364	+	619	=	0
33405		684	+	613	=	0
33406		376	+	593	=	0
33407		716	+	451	=	0
33408		731	+	45	=	0
33409		725	+	660	=	0
33410		735	+	453	=	0
33411		859	+	34	=	0
33412		885	+	747	=	0
33413		974	+	910	=	0
33414		556	+	587	=	0
33415		446	+	345	=	0
33416		157	+	596	=	0
33417		925	+	428	=	0
33418		165	+	740	=	0
33419		851	+	44	=	0
33420		298	+	681	=	0
33421		272	+	152	=	0
33422		769	+	486	=	0
33423		381	+	782	=	0
33424		799	+	658	=	0
33425		492	+	230	=	0
33426		718	+	223	=	0
33427		705	+	828	=	0
33428		155	+	274	=	0
33429		129	+	243	=	0
33430		774	+	222	=	0
33431		538	+	496	=	0
33432		610	+	742	=	0
33433		99	+	909	=	0
33434		165	+	275	=	0
33435		726	+	647	=	0
33436		682	+	770	=	0
33437		403	+	99	=	0
33438		677	+	234	=	0
33439		959	+	932	=	0
33440		566	+	212	=	0
33441		388	+	264	=	0
33442		666	+	92	=	0
33443		979	+	483	=	0
33444		15	+	431	=	0
33445		887	+	972	=	0
33446		719	+	405	=	0
33447		412	+	191	=	0
33448		302	+	769	=	0
33449		600	+	899	=	0
33450		175	+	639	=	0
33451		849	+	749	=	0
33452		459	+	174	=	0
33453		567	+	556	=	0
33454		748	+	14	=	0
33455		187	+	118	=	0
33456		202	+	91	=	0
33457		135	+	867	=	0
33458		619	+	434	=	0
33459		208	+	769	=	0
33460		352	+	515	=	0
33461		322	+	0	=	0
33462		174	+	440	=	0
33463		419	+	639	=	0
33464		730	+	613	=	0
33465		883	+	453	=	0
33466		449	+	953	=	0
33467		210	+	725	=	0
33468		695	+	124	=	0
33469		491	+	156	=	0
33470		902	+	953	=	0
33471		959	+	309	=	0
33472		529	+	246	=	0
33473		925	+	47	=	0
33474		817	+	649	=	0
33475		384	+	669	=	0
33476		176	+	693	=	0
33477		121	+	526	=	0
33478		428	+	118	=	0
33479		768	+	262	=	0
33480		510	+	313	=	0
33481		485	+	229	=	0
33482		516	+	896	=	0
33483		267	+	934	=	0
33484		572	+	261	=	0
33485		983	+	203	=	0
33486		330	+	276	=	0
33487		405	+	687	=	0
33488		724	+	805	=	0
33489		333	+	108	=	0
33490		772	+	930	=	0
33491		196	+	383	=	0
33492		845	+	310	=	0
33493		749	+	352	=	0
33494		505	+	791	=	0
33495		665	+	238	=	0
33496		914	+	86	=	0
33497		181	+	178	=	0
33498		872	+	637	=	0
33499		171	+	650	=	0
33500		163	+	96	=	0
33501		164	+	994	=	0
33502		658	+	462	=	0
33503		741	+	350	=	0
33504		619	+	73	=	0
33505		943	+	955	=	0
33506		731	+	956	=	0
33507		723	+	790	=	0
33508		608	+	46	=	0
33509		677	+	877	=	0
33510		701	+	301	=	0
33511		712	+	653	=	0
33512		30	+	20	=	0
33513		131	+	156	=	0
33514		517	+	135	=	0
33515		467	+	360	=	0
33516		892	+	550	=	0
33517		465	+	263	=	0
33518		316	+	248	=	0
33519		717	+	913	=	0
33520		93	+	690	=	0
33521		419	+	786	=	0
33522		447	+	201	=	0
33523		973	+	524	=	0
33524		297	+	828	=	0
33525		529	+	333	=	0
33526		279	+	813	=	0
33527		204	+	581	=	0
33528		601	+	378	=	0
33529		503	+	779	=	0
33530		418	+	143	=	0
33531		394	+	72	=	0
33532		767	+	718	=	0
33533		94	+	972	=	0
33534		401	+	393	=	0
33535		175	+	671	=	0
33536		220	+	775	=	0
33537		202	+	707	=	0
33538		872	+	158	=	0
33539		186	+	128	=	0
33540		167	+	385	=	0
33541		402	+	248	=	0
33542		241	+	450	=	0
33543		598	+	309	=	0
33544		957	+	64	=	0
33545		778	+	799	=	0
33546		817	+	900	=	0
33547		120	+	170	=	0
33548		219	+	801	=	0
33549		340	+	519	=	0
33550		817	+	219	=	0
33551		186	+	138	=	0
33552		886	+	785	=	0
33553		43	+	116	=	0
33554		998	+	117	=	0
33555		227	+	666	=	0
33556		292	+	156	=	0
33557		238	+	518	=	0
33558		857	+	425	=	0
33559		813	+	572	=	0
33560		80	+	623	=	0
33561		747	+	32	=	0
33562		920	+	439	=	0
33563		509	+	326	=	0
33564		498	+	406	=	0
33565		34	+	66	=	0
33566		435	+	763	=	0
33567		983	+	273	=	0
33568		868	+	584	=	0
33569		542	+	247	=	0
33570		784	+	318	=	0
33571		423	+	346	=	0
33572		862	+	454	=	0
33573		527	+	407	=	0
33574		600	+	909	=	0
33575		161	+	324	=	0
33576		771	+	7	=	0
33577		747	+	894	=	0
33578		208	+	48	=	0
33579		818	+	124	=	0
33580		274	+	319	=	0
33581		552	+	140	=	0
33582		633	+	627	=	0
33583		261	+	252	=	0
33584		294	+	211	=	0
33585		539	+	163	=	0
33586		696	+	633	=	0
33587		495	+	665	=	0
33588		726	+	230	=	0
33589		301	+	476	=	0
33590		214	+	628	=	0
33591		883	+	732	=	0
33592		254	+	807	=	0
33593		425	+	634	=	0
33594		361	+	574	=	0
33595		534	+	364	=	0
33596		804	+	961	=	0
33597		119	+	100	=	0
33598		753	+	435	=	0
33599		340	+	3	=	0
33600		179	+	346	=	0
33601		491	+	296	=	0
33602		164	+	117	=	0
33603		394	+	493	=	0
33604		316	+	613	=	0
33605		903	+	347	=	0
33606		947	+	870	=	0
33607		450	+	412	=	0
33608		336	+	24	=	0
33609		509	+	562	=	0
33610		98	+	122	=	0
33611		770	+	599	=	0
33612		927	+	862	=	0
33613		430	+	140	=	0
33614		644	+	299	=	0
33615		4	+	598	=	0
33616		893	+	774	=	0
33617		94	+	141	=	0
33618		661	+	386	=	0
33619		696	+	991	=	0
33620		952	+	370	=	0
33621		221	+	781	=	0
33622		246	+	109	=	0
33623		726	+	964	=	0
33624		715	+	66	=	0
33625		967	+	359	=	0
33626		341	+	283	=	0
33627		868	+	523	=	0
33628		677	+	30	=	0
33629		333	+	51	=	0
33630		426	+	889	=	0
33631		966	+	861	=	0
33632		690	+	223	=	0
33633		890	+	28	=	0
33634		91	+	313	=	0
33635		209	+	231	=	0
33636		537	+	910	=	0
33637		991	+	835	=	0
33638		832	+	678	=	0
33639		735	+	668	=	0
33640		901	+	675	=	0
33641		152	+	770	=	0
33642		280	+	746	=	0
33643		799	+	353	=	0
33644		132	+	40	=	0
33645		916	+	457	=	0
33646		883	+	904	=	0
33647		97	+	832	=	0
33648		643	+	828	=	0
33649		737	+	884	=	0
33650		397	+	98	=	0
33651		134	+	270	=	0
33652		632	+	281	=	0
33653		190	+	699	=	0
33654		161	+	635	=	0
33655		966	+	789	=	0
33656		831	+	846	=	0
33657		887	+	137	=	0
33658		76	+	382	=	0
33659		528	+	754	=	0
33660		30	+	645	=	0
33661		348	+	46	=	0
33662		142	+	294	=	0
33663		734	+	999	=	0
33664		16	+	598	=	0
33665		498	+	701	=	0
33666		493	+	124	=	0
33667		134	+	610	=	0
33668		381	+	706	=	0
33669		409	+	95	=	0
33670		425	+	828	=	0
33671		834	+	37	=	0
33672		793	+	905	=	0
33673		380	+	638	=	0
33674		161	+	928	=	0
33675		881	+	300	=	0
33676		225	+	541	=	0
33677		572	+	106	=	0
33678		996	+	268	=	0
33679		372	+	298	=	0
33680		121	+	948	=	0
33681		654	+	839	=	0
33682		561	+	872	=	0
33683		497	+	973	=	0
33684		816	+	282	=	0
33685		248	+	877	=	0
33686		88	+	361	=	0
33687		915	+	109	=	0
33688		426	+	53	=	0
33689		80	+	47	=	0
33690		934	+	71	=	0
33691		145	+	89	=	0
33692		158	+	759	=	0
33693		149	+	525	=	0
33694		509	+	361	=	0
33695		667	+	882	=	0
33696		925	+	167	=	0
33697		923	+	722	=	0
33698		218	+	309	=	0
33699		744	+	293	=	0
33700		857	+	512	=	0
33701		388	+	199	=	0
33702		46	+	897	=	0
33703		482	+	149	=	0
33704		492	+	969	=	0
33705		282	+	670	=	0
33706		533	+	829	=	0
33707		304	+	663	=	0
33708		924	+	739	=	0
33709		110	+	255	=	0
33710		249	+	61	=	0
33711		739	+	885	=	0
33712		750	+	487	=	0
33713		411	+	607	=	0
33714		120	+	196	=	0
33715		554	+	956	=	0
33716		472	+	541	=	0
33717		52	+	812	=	0
33718		2	+	820	=	0
33719		966	+	982	=	0
33720		405	+	670	=	0
33721		826	+	482	=	0
33722		364	+	935	=	0
33723		502	+	784	=	0
33724		205	+	867	=	0
33725		871	+	849	=	0
33726		984	+	722	=	0
33727		869	+	893	=	0
33728		802	+	11	=	0
33729		926	+	348	=	0
33730		427	+	548	=	0
33731		303	+	329	=	0
33732		820	+	457	=	0
33733		776	+	299	=	0
33734		629	+	843	=	0
33735		264	+	182	=	0
33736		630	+	347	=	0
33737		328	+	218	=	0
33738		804	+	455	=	0
33739		812	+	123	=	0
33740		567	+	860	=	0
33741		88	+	689	=	0
33742		522	+	877	=	0
33743		32	+	936	=	0
33744		642	+	483	=	0
33745		427	+	634	=	0
33746		730	+	174	=	0
33747		760	+	692	=	0
33748		878	+	915	=	0
33749		640	+	614	=	0
33750		799	+	934	=	0
33751		662	+	775	=	0
33752		823	+	65	=	0
33753		21	+	752	=	0
33754		733	+	173	=	0
33755		234	+	104	=	0
33756		699	+	153	=	0
33757		34	+	992	=	0
33758		638	+	625	=	0
33759		364	+	264	=	0
33760		182	+	824	=	0
33761		114	+	986	=	0
33762		198	+	906	=	0
33763		387	+	612	=	0
33764		278	+	51	=	0
33765		805	+	4	=	0
33766		192	+	548	=	0
33767		146	+	231	=	0
33768		688	+	63	=	0
33769		609	+	19	=	0
33770		767	+	432	=	0
33771		462	+	135	=	0
33772		873	+	511	=	0
33773		220	+	807	=	0
33774		613	+	620	=	0
33775		698	+	107	=	0
33776		221	+	594	=	0
33777		35	+	754	=	0
33778		896	+	63	=	0
33779		883	+	803	=	0
33780		4	+	570	=	0
33781		438	+	549	=	0
33782		687	+	702	=	0
33783		627	+	8	=	0
33784		584	+	222	=	0
33785		178	+	787	=	0
33786		257	+	601	=	0
33787		354	+	303	=	0
33788		785	+	649	=	0
33789		774	+	548	=	0
33790		695	+	470	=	0
33791		25	+	147	=	0
33792		681	+	224	=	0
33793		479	+	124	=	0
33794		462	+	293	=	0
33795		29	+	960	=	0
33796		624	+	424	=	0
33797		556	+	465	=	0
33798		438	+	435	=	0
33799		482	+	777	=	0
33800		992	+	62	=	0
33801		826	+	424	=	0
33802		61	+	304	=	0
33803		461	+	146	=	0
33804		946	+	149	=	0
33805		65	+	161	=	0
33806		404	+	112	=	0
33807		33	+	743	=	0
33808		832	+	91	=	0
33809		885	+	646	=	0
33810		736	+	198	=	0
33811		611	+	995	=	0
33812		361	+	596	=	0
33813		486	+	264	=	0
33814		563	+	44	=	0
33815		942	+	122	=	0
33816		744	+	510	=	0
33817		960	+	130	=	0
33818		769	+	188	=	0
33819		264	+	416	=	0
33820		757	+	771	=	0
33821		76	+	724	=	0
33822		228	+	970	=	0
33823		338	+	239	=	0
33824		835	+	907	=	0
33825		397	+	938	=	0
33826		64	+	239	=	0
33827		804	+	268	=	0
33828		328	+	87	=	0
33829		796	+	290	=	0
33830		919	+	616	=	0
33831		239	+	378	=	0
33832		560	+	135	=	0
33833		68	+	938	=	0
33834		246	+	925	=	0
33835		401	+	615	=	0
33836		971	+	148	=	0
33837		567	+	151	=	0
33838		158	+	795	=	0
33839		717	+	730	=	0
33840		666	+	95	=	0
33841		544	+	447	=	0
33842		524	+	835	=	0
33843		481	+	891	=	0
33844		685	+	928	=	0
33845		438	+	488	=	0
33846		634	+	496	=	0
33847		998	+	867	=	0
33848		744	+	680	=	0
33849		647	+	710	=	0
33850		788	+	748	=	0
33851		979	+	160	=	0
33852		761	+	552	=	0
33853		611	+	649	=	0
33854		691	+	524	=	0
33855		177	+	458	=	0
33856		492	+	951	=	0
33857		860	+	684	=	0
33858		933	+	192	=	0
33859		208	+	353	=	0
33860		16	+	168	=	0
33861		605	+	632	=	0
33862		803	+	52	=	0
33863		769	+	284	=	0
33864		720	+	226	=	0
33865		808	+	911	=	0
33866		730	+	841	=	0
33867		723	+	451	=	0
33868		586	+	198	=	0
33869		54	+	794	=	0
33870		291	+	724	=	0
33871		351	+	414	=	0
33872		299	+	180	=	0
33873		196	+	299	=	0
33874		611	+	310	=	0
33875		179	+	964	=	0
33876		489	+	655	=	0
33877		336	+	99	=	0
33878		28	+	443	=	0
33879		803	+	381	=	0
33880		335	+	332	=	0
33881		136	+	837	=	0
33882		378	+	483	=	0
33883		131	+	104	=	0
33884		325	+	175	=	0
33885		363	+	762	=	0
33886		694	+	380	=	0
33887		566	+	270	=	0
33888		957	+	590	=	0
33889		477	+	3	=	0
33890		382	+	678	=	0
33891		354	+	877	=	0
33892		695	+	180	=	0
33893		215	+	330	=	0
33894		643	+	854	=	0
33895		273	+	823	=	0
33896		486	+	127	=	0
33897		365	+	849	=	0
33898		538	+	443	=	0
33899		18	+	184	=	0
33900		209	+	442	=	0
33901		471	+	24	=	0
33902		68	+	340	=	0
33903		846	+	451	=	0
33904		691	+	700	=	0
33905		409	+	340	=	0
33906		38	+	112	=	0
33907		11	+	301	=	0
33908		508	+	175	=	0
33909		603	+	363	=	0
33910		489	+	956	=	0
33911		285	+	488	=	0
33912		957	+	218	=	0
33913		705	+	673	=	0
33914		755	+	745	=	0
33915		736	+	201	=	0
33916		591	+	904	=	0
33917		468	+	190	=	0
33918		156	+	403	=	0
33919		375	+	59	=	0
33920		845	+	135	=	0
33921		239	+	686	=	0
33922		106	+	379	=	0
33923		969	+	122	=	0
33924		222	+	249	=	0
33925		707	+	304	=	0
33926		374	+	982	=	0
33927		870	+	705	=	0
33928		188	+	782	=	0
33929		212	+	103	=	0
33930		845	+	972	=	0
33931		494	+	421	=	0
33932		711	+	337	=	0
33933		145	+	628	=	0
33934		136	+	697	=	0
33935		266	+	183	=	0
33936		651	+	926	=	0
33937		832	+	249	=	0
33938		156	+	344	=	0
